A,B,C
95,335,153
92,324,163
92,315,166
88,314,163
87,309,159
86,300,157
90,290,151
90,283,146
90,284,143
115,279,140
150,293,145
168,303,153
166,296,153
178,286,147
191,281,145
213,298,143
240,292,137
244,283,132
248,279,131
245,291,126
238,290,124
245,289,126
233,278,127
226,273,124
232,271,124
230,278,127
226,314,126
216,311,128
210,340,128
204,361,124
194,350,122
191,357,120
182,372,117
177,388,115
173,385,111
163,395,108
162,380,106
155,371,111
150,360,113
147,348,116
150,333,126
139,332,133
136,328,137
130,311,144
126,302,139
125,293,137
120,284,136
115,274,145
112,269,142
111,266,149
107,258,155
109,249,153
105,236,155
103,231,154
102,227,151
98,224,148
95,222,148
94,229,154
85,243,150
90,254,148
89,271,149
86,270,157
93,257,159
115,253,152
125,246,151
130,259,146
162,281,147
174,276,149
178,268,145
184,267,141
184,274,141
200,279,139
207,273,138
213,270,139
200,271,139
226,281,141
242,274,136
232,261,132
239,268,133
244,292,133
234,322,130
228,348,129
217,376,127
211,376,126
203,362,125
195,381,121
197,377,119
191,394,118
188,398,121
181,398,122
175,396,129
178,390,132
184,382,130
176,371,145
174,372,146
172,370,140
192,371,139
189,379,143
189,391,157
188,386,209
187,390,236
180,400,260
176,430,267
173,444,264
169,441,269
170,438,269
166,434,262
158,424,259
154,407,261
148,398,261
154,381,258
161,376,243
145,372,240
164,367,243
212,358,244
231,348,234
232,344,231
235,361,228
251,362,220
245,369,214
293,375,212
403,388,210
421,381,207
439,370,203
432,359,197
442,351,197
426,346,202
422,341,196
407,335,190
397,329,187
400,333,185
401,322,187
415,347,182
424,347,181
412,351,177
400,349,173
392,348,168
375,340,170
364,338,168
356,335,177
350,330,170
332,329,168
318,330,166
304,356,169
294,355,165
286,347,169
272,332,167
261,320,173
252,310,173
252,304,170
231,303,170
223,295,165
218,292,159
211,292,157
204,292,172
196,294,170
195,291,175
189,312,178
194,335,176
182,361,176
174,381,173
169,390,174
164,407,176
163,407,172
153,404,180
154,410,197
151,395,201
150,384,199
148,379,201
146,370,201
140,355,205
136,341,199
164,335,194
178,329,190
186,319,188
184,309,188
192,308,186
201,296,183
190,289,173
191,282,170
198,270,170
201,263,169
206,256,166
212,252,162
212,243,157
209,252,154
217,270,155
223,292,155
219,279,151
218,288,151
219,282,146
219,305,140
211,315,135
203,320,138
206,331,152
199,351,146
200,344,145
187,328,137
187,322,133
192,313,133
192,335,130
187,353,129
186,351,124
180,351,118
186,342,119
196,333,119
190,327,124
189,321,124
182,314,122
176,300,119
172,294,116
164,298,113
158,322,110
155,326,109
150,336,105
152,340,104
146,340,110
141,329,110
140,326,107
134,331,111
133,324,132
128,327,125
137,336,130
136,345,147
139,354,145
132,347,145
129,345,149
137,340,152
136,335,149
144,324,148
140,322,143
134,308,145
129,301,141
125,294,140
121,288,138
119,278,135
114,270,129
111,259,132
110,250,128
113,245,129
115,243,129
143,239,127
146,236,126
152,238,128
152,242,136
189,244,144
192,249,142
195,256,133
226,255,133
241,252,136
280,257,134
295,254,139
336,254,135
346,255,132
363,255,133
349,266,128
345,293,122
335,319,125
327,315,122
320,321,129
317,318,123
303,340,122
298,337,125
282,339,121
273,334,119
265,327,114
253,324,115
246,331,118
236,342,123
226,345,118
217,347,118
212,341,118
204,333,126
198,334,122
196,346,121
194,366,125
188,359,139
180,382,155
176,389,155
191,406,161
192,414,167
193,422,193
181,442,214
180,428,212
175,433,217
168,429,216
168,461,208
163,476,201
157,466,201
152,449,199
147,438,191
143,427,186
139,423,187
140,418,184
154,417,180
196,413,175
210,418,175
210,420,182
225,411,193
240,396,174
262,385,174
258,368,172
287,363,175
277,349,176
278,336,176
299,324,174
291,317,169
288,319,164
281,322,157
291,321,154
301,324,148
295,337,148
284,334,146
271,329,143
270,363,140
266,386,138
253,387,138
244,405,139
241,424,136
240,458,135
235,441,129
226,437,126
219,426,126
210,429,121
201,422,133
194,416,145
189,402,142
185,387,146
182,410,148
179,420,167
171,426,177
167,413,186
164,402,183
160,422,176
153,454,170
150,516,168
146,502,169
142,485,183
142,469,183
141,459,180
140,445,172
137,443,164
147,465,171
138,455,170
135,462,164
132,483,158
132,493,159
135,477,158
128,465,154
125,450,159
120,430,150
121,421,150
163,418,146
178,407,144
198,411,143
204,432,154
229,439,157
242,432,158
241,421,165
260,415,157
279,413,152
319,413,146
313,416,145
310,391,148
300,400,143
291,385,138
300,386,137
292,410,132
285,401,132
276,401,128
284,407,125
278,402,124
271,403,123
282,424,123
288,412,124
281,406,123
272,415,119
261,404,116
250,427,114
239,408,113
243,395,113
223,382,116
212,377,118
214,371,113
207,375,111
201,384,111
196,373,108
188,368,105
180,356,101
173,339,100
167,331,99
161,327,102
155,319,100
152,354,101
155,373,99
144,380,97
139,380,97
135,381,94
128,372,93
134,365,103
123,362,99
120,369,98
116,365,97
112,353,97
111,342,94
107,341,93
106,341,92
108,370,92
109,372,90
108,381,88
104,374,88
102,366,87
98,357,85
96,349,86
96,340,84
92,344,79
92,341,82
92,335,83
93,332,84
92,347,83
92,345,81
94,342,81
91,330,78
89,321,75
89,312,75
87,301,75
90,293,73
98,290,72
106,302,70
117,300,73
117,298,74
114,288,75
114,281,73
116,273,70
118,260,72
114,254,72
109,240,70
119,240,66
170,244,68
178,248,68
202,247,65
209,246,66
203,258,65
198,259,75
194,259,85
188,263,86
182,264,86
177,264,81
174,254,81
166,250,77
160,240,77
156,234,73
151,231,72
171,225,73
179,227,72
184,223,73
194,224,77
210,225,81
195,223,75
190,214,73
187,219,71
186,225,76
181,223,75
206,226,73
213,222,71
229,247,69
227,260,68
221,281,67
212,274,66
205,271,70
215,266,68
223,259,66
237,260,65
222,255,64
214,250,64
205,244,62
197,250,63
199,256,60
183,247,61
177,241,60
169,228,59
163,225,57
159,229,61
153,225,59
149,220,56
147,218,57
144,217,61
143,215,64
141,218,66
136,250,65
133,259,61
131,272,62
128,264,64
125,259,65
121,258,64
122,266,60
127,261,60
118,254,60
116,246,59
113,237,57
110,238,55
112,232,59
106,239,56
105,241,55
107,239,53
104,235,53
102,234,55
103,227,54
115,225,56
125,224,56
161,222,57
185,217,58
205,220,55
211,218,56
211,216,56
209,210,55
206,219,54
213,229,52
226,244,53
234,237,58
247,235,60
247,238,59
243,245,59
237,249,58
229,249,59
227,250,62
221,247,58
216,248,56
213,260,57
218,264,56
212,274,54
204,272,53
195,272,54
188,276,53
183,272,50
183,262,49
178,259,49
168,258,47
166,253,46
158,247,45
153,242,45
148,256,45
142,253,45
142,265,43
136,256,46
134,248,48
129,249,52
125,239,52
121,241,53
120,245,54
118,240,55
115,235,55
113,245,52
107,251,50
109,254,52
113,259,52
110,249,50
107,242,48
107,244,48
105,241,50
103,251,50
104,240,47
105,235,48
102,233,49
107,234,52
99,230,51
98,225,50
97,218,49
94,212,49
100,209,50
91,199,49
93,192,48
98,187,48
103,182,50
103,177,52
141,175,50
153,176,48
169,171,47
197,172,50
216,169,51
206,169,50
203,163,53
214,157,58
211,156,62
239,153,62
235,157,60
232,160,55
228,181,56
241,178,56
247,180,55
242,178,62
234,178,64
243,180,64
241,181,61
235,190,60
226,183,60
220,185,58
216,196,58
219,202,57
203,199,51
203,196,57
198,194,58
189,190,57
183,196,57
176,198,57
169,199,58
168,197,57
158,194,56
162,196,58
151,193,55
145,191,55
140,185,53
137,182,51
136,184,51
132,183,51
128,182,51
124,174,50
120,171,49
119,180,50
118,190,49
116,198,50
117,195,50
115,191,57
113,189,59
112,192,67
109,185,67
105,185,67
107,190,69
105,188,68
105,189,66
104,189,65
102,189,64
102,185,66
98,179,62
94,176,61
94,175,60
94,171,60
97,175,60
126,182,56
175,194,55
199,205,56
214,209,56
213,210,56
221,213,55
229,217,57
225,208,58
230,205,57
257,213,56
265,211,57
260,207,60
260,209,64
258,203,66
249,196,66
238,193,65
229,187,63
218,185,62
211,176,62
206,175,61
207,168,62
204,165,60
205,159,61
201,160,64
192,162,61
185,153,61
178,153,61
175,147,59
182,146,59
174,140,57
171,140,58
165,135,57
158,132,57
155,134,57
147,134,56
142,141,56
137,139,55
135,135,53
133,138,54
128,134,58
122,133,53
121,135,52
119,133,53
114,139,53
110,139,52
111,150,52
109,144,53
105,149,53
104,157,55
101,162,56
98,166,53
95,171,54
96,192,55
99,190,55
94,209,54
95,201,53
97,201,56
98,201,58
94,201,56
91,197,55
90,187,56
94,183,56
111,181,60
119,179,54
135,172,53
142,175,55
137,180,57
161,216,60
164,208,59
177,199,56
181,194,58
185,191,58
186,191,63
182,188,66
190,188,65
192,201,65
191,198,66
191,194,70
186,187,69
195,186,66
211,183,64
216,180,62
220,178,60
211,180,60
213,175,58
216,171,60
228,189,62
226,207,60
218,217,60
210,218,59
207,222,58
202,227,56
191,229,57
184,228,56
177,234,54
170,232,53
167,236,54
158,233,53
154,238,53
148,237,52
142,236,51
139,232,49
135,223,50
129,220,48
126,218,48
122,221,47
120,214,48
117,222,43
112,226,46
109,218,51
104,217,54
107,218,58
104,227,55
101,233,57
98,230,56
98,223,55
94,221,56
98,224,55
102,222,54
100,213,54
97,207,55
98,206,54
96,200,54
94,209,56
92,218,56
90,216,56
88,215,55
87,212,55
92,212,52
109,210,53
108,209,52
113,210,51
121,203,51
152,207,51
166,202,53
175,205,60
191,205,65
212,209,62
203,211,59
197,213,57
206,219,56
197,210,59
194,206,56
199,201,55
193,194,55
204,194,55
215,190,55
212,187,48
209,183,53
210,182,53
218,189,52
209,211,53
206,220,53
201,234,53
205,240,53
232,238,53
229,234,54
243,241,55
249,264,55
239,277,58
229,282,58
228,280,59
232,271,59
230,264,57
230,257,64
221,248,60
221,255,66
214,293,79
205,296,79
203,304,83
193,319,89
189,325,92
182,373,85
180,405,84
179,409,90
170,404,94
164,409,102
157,420,103
161,433,111
162,447,116
161,444,113
156,434,123
150,428,127
156,419,128
157,406,125
151,398,126
154,391,124
152,384,125
182,388,125
178,381,124
172,366,121
173,351,125
166,342,125
177,338,123
172,329,114
197,314,114
207,304,114
226,296,110
243,293,109
240,317,108
233,322,109
229,315,107
231,331,106
231,323,106
229,311,102
235,301,99
235,288,95
239,280,93
238,273,89
232,276,89
248,270,90
244,263,86
253,262,84
252,282,85
246,317,81
237,344,80
226,336,78
223,327,77
211,328,74
204,316,74
202,304,73
194,297,72
192,292,70
189,292,71
181,296,67
177,292,67
170,292,66
164,305,71
159,303,75
152,296,75
147,292,78
148,285,83
144,278,88
137,282,84
134,294,83
131,322,84
131,347,91
129,356,95
124,352,94
129,360,95
126,357,93
124,354,94
121,343,91
118,330,89
115,332,89
109,328,89
109,330,87
105,321,83
102,306,81
100,295,81
96,282,78
96,274,80
96,264,77
111,252,75
116,244,78
120,232,80
136,231,78
177,222,79
174,220,80
196,216,80
195,226,76
217,227,76
229,225,77
260,225,73
272,217,72
302,225,75
312,219,68
332,221,69
326,213,68
315,215,69
305,222,73
292,239,69
282,241,67
282,250,65
276,257,62
268,249,63
261,245,61
250,239,60
239,230,58
229,223,57
219,221,56
211,221,56
201,222,55
195,216,56
187,205,57
182,200,63
175,198,62
167,192,64
162,202,66
155,211,80
156,227,90
149,234,92
145,238,90
144,239,87
143,240,86
139,248,85
135,253,84
137,262,85
135,270,96
134,268,97
127,282,95
125,288,108
127,295,110
122,297,113
127,292,109
113,282,109
114,270,106
113,266,105
111,254,104
112,257,101
132,263,97
140,276,96
148,273,96
153,265,92
155,261,90
156,255,87
166,254,87
188,253,93
185,246,99
179,248,98
176,241,96
180,235,95
210,238,93
222,240,94
209,239,92
214,256,93
215,272,94
205,274,91
201,267,88
193,270,85
186,269,82
178,284,80
171,304,78
173,304,78
160,300,74
156,291,74
150,302,73
150,310,75
146,306,78
141,298,77
138,290,79
135,277,78
132,275,82
132,268,86
129,272,88
123,264,99
118,276,107
121,282,107
116,284,114
113,277,114
109,270,113
118,302,116
123,306,123
113,295,130
110,291,129
106,282,127
106,271,126
105,266,124
103,262,118
102,256,114
101,250,112
98,249,110
98,243,106
96,246,103
93,244,102
92,245,99
87,246,98
88,256,105
85,249,114
84,252,115
82,260,110
81,256,107
95,253,103
135,244,105
141,234,105
146,227,111
155,228,109
174,233,112
178,231,115
178,227,110
182,227,106
177,233,98
181,233,99
183,241,96
179,231,93
186,245,89
190,240,88
196,241,84
192,247,83
199,272,81
206,272,80
205,310,76
202,317,75
196,317,75
187,317,79
181,318,85
176,313,83
168,315,85
171,335,85
174,356,90
177,385,95
168,386,95
163,387,100
161,398,114
161,420,122
173,425,128
157,444,136
152,446,132
147,429,132
144,422,129
140,414,133
135,417,128
132,406,125
127,402,134
130,399,136
119,393,143
115,376,153
113,374,155
108,370,152
109,376,151
102,368,149
104,352,153
124,348,148
136,333,141
150,359,136
156,392,130
159,420,125
161,416,121
164,416,117
159,419,114
155,417,110
155,422,108
154,410,106
170,428,102
166,450,99
166,443,97
160,443,92
153,439,92
150,428,91
145,417,89
190,431,85
215,492,84
257,543,84
262,534,83
253,520,84
253,514,83
242,522,82
245,560,80
237,572,79
227,571,81
219,557,88
210,540,86
201,526,89
194,506,98
186,488,98
179,479,93
175,490,98
166,499,106
169,503,109
173,582,108
175,636,106
175,669,106
175,653,105
169,626,107
164,604,111
164,622,107
159,651,105
157,648,102
153,645,100
151,641,100
147,620,94
142,609,92
140,596,92
133,578,90
130,567,90
126,553,90
126,542,94
125,540,96
122,552,98
122,548,97
119,528,104
116,514,106
113,504,106
111,503,104
110,532,100
108,515,97
108,550,98
103,579,93
101,569,91
102,561,89
108,606,88
108,593,85
106,584,82
105,557,81
102,535,81
100,521,79
105,532,88
102,530,94
102,516,101
104,503,104
100,483,98
99,460,101
96,450,99
93,432,94
104,417,96
137,419,95
170,411,98
180,390,98
192,377,94
185,359,91
206,348,92
206,339,96
227,340,94
270,335,90
299,322,88
314,319,88
316,317,89
340,314,86
355,306,84
355,307,80
377,303,79
447,294,79
461,312,78
500,331,74
494,327,72
485,349,70
475,344,67
466,336,65
445,328,62
424,314,61
407,305,60
388,307,58
370,302,57
357,332,54
341,368,74
325,362,77
311,354,77
298,350,90
286,352,109
278,351,115
263,339,113
258,351,118
252,355,130
242,344,137
245,346,136
240,355,138
237,367,133
230,386,145
220,413,160
215,409,162
208,394,165
200,383,162
195,391,162
200,404,156
190,390,154
183,384,150
178,370,147
173,359,143
187,366,139
198,368,134
229,353,131
278,358,134
296,348,132
330,336,129
332,353,126
362,371,124
399,360,120
411,348,115
402,336,114
398,321,117
389,318,122
387,308,121
378,306,120
369,313,122
368,312,119
392,310,117
408,318,114
450,330,110
449,345,108
438,346,103
419,342,99
400,342,95
383,333,94
365,331,92
348,331,90
333,332,94
318,324,91
315,328,98
307,359,99
297,366,105
289,361,99
283,349,104
269,342,111
259,339,126
249,326,132
243,340,143
236,334,151
228,328,151
221,318,153
220,307,152
216,302,167
218,292,173
211,298,175
206,293,172
203,281,172
200,290,169
195,292,166
190,286,161
186,293,158
189,308,156
192,351,155
185,358,148
180,348,144
174,336,139
168,327,132
166,321,129
235,312,121
284,301,124
318,293,134
315,288,135
312,301,132
299,306,128
290,297,121
285,286,118
303,279,118
349,270,114
347,264,122
345,258,125
331,251,122
340,247,122
347,244,120
345,235,122
352,232,118
347,227,114
331,221,109
320,221,105
308,225,102
300,236,98
290,259,94
279,278,93
268,270,90
255,272,87
245,279,93
236,270,83
227,263,82
218,258,82
212,261,86
203,280,82
202,286,90
190,289,94
184,283,100
178,288,109
187,281,113
190,277,112
197,275,123
199,273,127
191,267,123
193,266,125
198,263,129
192,272,132
192,273,139
186,261,148
180,257,145
173,246,140
166,246,137
161,254,133
155,253,130
154,263,133
145,260,122
140,267,118
134,263,116
130,259,106
132,274,110
140,273,104
158,263,102
182,254,97
189,243,95
202,239,93
220,233,98
229,231,98
239,221,96
249,223,91
307,219,88
317,214,85
350,217,84
340,216,85
348,216,83
366,208,84
371,204,85
359,203,80
348,214,79
342,252,81
321,266,75
311,260,75
299,257,71
288,258,67
278,275,66
268,282,64
254,283,63
244,270,63
235,266,63
229,265,64
217,268,61
205,262,64
200,256,64
192,265,65
185,270,66
180,285,66
176,272,67
168,268,67
160,253,77
158,254,78
151,249,80
152,264,82
146,264,79
142,258,82
138,258,82
133,256,87
130,259,98
125,253,105
124,248,107
119,239,105
116,232,106
114,238,105
112,263,104
109,275,100
107,283,97
103,300,93
100,294,89
97,280,87
105,273,85
132,267,81
183,262,78
208,260,76
253,257,75
271,256,73
262,249,74
288,239,75
289,238,80
308,229,78
333,229,75
362,220,75
391,225,83
391,216,89
387,213,87
372,209,83
382,206,82
367,202,79
358,200,79
349,206,77
332,204,74
317,223,70
306,250,68
295,275,66
286,267,64
272,267,63
260,268,60
247,266,58
244,271,56
230,262,56
221,262,54
211,267,52
204,254,50
197,259,49
191,258,50
182,258,50
176,250,52
170,247,51
163,239,49
159,242,51
152,251,52
148,258,56
143,256,59
142,256,69
137,249,69
133,244,69
128,238,70
123,248,76
117,258,82
120,263,79
116,254,78
118,253,77
116,245,82
126,252,83
118,255,82
115,252,81
112,267,80
108,264,81
108,258,79
105,250,75
103,274,74
100,282,71
101,292,72
104,301,66
109,293,64
145,288,62
181,281,60
209,276,65
225,271,70
244,262,71
284,267,70
290,262,68
304,268,68
311,262,66
297,256,70
306,264,70
328,272,69
331,268,68
319,258,69
308,261,67
296,251,66
286,250,66
281,313,64
265,355,62
255,402,62
247,392,60
236,384,57
233,371,61
219,354,58
210,338,56
203,329,54
195,318,53
189,307,53
181,328,55
176,351,54
169,384,55
164,383,58
160,377,63
156,362,60
149,354,60
145,340,59
141,342,59
139,340,79
134,345,81
131,363,85
128,345,94
126,335,92
126,323,91
125,317,99
122,302,103
122,298,111
123,309,109
119,312,109
118,341,107
116,338,106
111,339,106
108,346,102
104,338,101
102,321,99
99,317,98
96,302,94
95,296,90
120,292,89
146,280,88
146,270,87
145,268,84
146,261,80
150,253,78
164,254,77
171,246,77
186,243,85
204,244,81
208,239,79
213,240,77
209,249,74
205,257,73
216,245,71
228,236,69
228,225,68
224,233,65
219,229,66
212,222,64
202,215,62
195,219,61
187,223,60
181,217,58
174,239,56
167,252,53
161,256,53
156,255,51
153,251,50
147,245,48
142,242,47
137,240,45
133,241,43
129,234,43
123,234,42
121,231,45
118,228,52
118,243,57
113,282,57
116,304,59
117,336,71
112,330,77
110,330,75
107,337,73
105,334,72
108,331,69
105,324,69
102,323,68
100,328,70
103,325,68
103,315,69
103,307,66
102,309,65
98,303,63
95,307,60
93,308,59
91,305,57
99,292,58
110,282,54
139,285,52
145,283,51
147,277,49
173,273,49
195,270,50
216,265,52
247,260,53
279,258,52
320,259,58
315,252,60
335,246,58
345,239,56
362,240,56
362,235,54
346,232,55
334,221,59
324,219,60
310,235,60
301,253,58
290,245,57
288,249,56
277,246,54
265,259,53
255,252,51
243,249,50
234,244,49
225,242,48
234,237,49
213,249,49
206,267,47
202,276,45
194,290,45
188,282,45
180,287,44
176,284,43
171,277,43
166,275,43
162,271,44
156,261,44
153,260,44
148,257,49
143,249,60
145,242,71
140,239,76
134,263,75
131,272,75
128,273,74
126,272,76
124,276,76
119,287,81
118,288,81
123,286,75
113,271,78
110,269,75
110,268,74
106,272,71
106,267,69
102,262,68
99,250,66
96,238,65
93,233,63
100,222,61
127,226,59
156,218,58
167,211,56
189,213,55
206,213,56
212,210,56
238,207,60
237,204,61
229,197,61
225,199,58
227,192,58
235,190,59
231,196,64
236,201,64
255,206,62
268,229,61
264,232,59
252,229,58
245,242,57
235,236,55
230,237,54
219,238,50
210,253,48
211,263,50
201,266,48
195,266,49
188,284,46
182,301,44
178,320,45
173,317,35
176,331,41
184,333,41
181,326,40
179,321,46
185,315,45
184,309,48
188,307,53
186,304,53
186,300,52
189,295,54
189,286,58
192,285,64
187,282,65
182,283,73
176,283,78
170,276,79
164,273,80
162,276,83
154,292,77
148,307,75
143,334,74
138,332,71
137,324,71
129,318,67
125,307,65
121,298,62
117,283,62
117,278,61
115,278,58
117,278,56
123,265,56
171,254,55
210,247,57
225,246,62
220,247,64
219,240,63
235,244,65
227,236,64
219,229,61
248,222,62
252,222,60
273,223,58
259,219,61
265,218,61
287,213,60
302,229,57
301,235,56
293,243,55
279,242,54
267,243,52
255,242,49
245,244,48
234,243,48
226,247,47
216,238,46
208,237,44
203,236,44
197,232,42
192,225,43
188,222,46
181,225,47
178,225,56
169,214,59
167,207,60
163,207,60
160,208,60
157,214,66
152,215,65
154,226,104
151,230,134
151,238,146
147,231,144
143,236,148
140,240,152
137,248,147
134,240,147
135,236,140
133,241,135
129,249,132
126,256,124
122,259,125
120,255,120
119,256,119
124,246,112
170,243,107
196,234,105
199,224,105
226,219,102
236,214,104
257,227,106
258,230,106
273,240,101
279,233,98
283,232,93
311,225,96
363,228,89
367,236,92
356,229,91
354,224,87
363,237,88
345,249,81
330,242,82
314,242,81
301,250,79
292,260,75
278,283,74
267,317,71
256,340,73
245,365,72
236,391,72
226,374,73
217,370,73
207,355,72
200,357,72
198,348,77
187,345,74
180,347,76
175,344,78
172,338,78
165,326,82
159,328,79
157,328,83
153,326,87
150,325,104
144,322,100
140,330,101
136,342,97
133,332,99
140,323,99
125,316,107
122,318,105
117,309,105
114,301,106
113,298,103
109,291,105
105,289,103
104,280,103
109,274,102
117,278,98
119,308,95
118,316,93
130,314,92
138,310,93
173,300,97
187,295,92
